char,hanviet,pinyin
淦,['cam'],*
淨,['tịnh'],*
淩,['lăng'],*
淪,['luân'],*
淫,['dâm'],*
淮,['hoài'],*
淯,['dục'],*
深,['thâm'],*
淳,['thuần'],*
淵,['uyên'],*
淶,['lai'],*
淸,['thanh'],*
添,['thiêm'],*
渖,['thẩm'],*
渙,['hoán'],*
減,['giảm'],*
渝,['du'],*
渟,['đình'],*
渡,['độ'],*
渣,['tra'],*
渤,['bột'],*
測,['trắc'],*
渭,['vị'],*
渮,['ca'],*
游,['du'],*
湅,['luyện'],*
湉,['điềm'],*
湋,['vy'],*
湌,['xan'],*
湍,['thoan'],*
湎,['miện'],*
湑,['tư'],*
湓,['bồn'],*
湖,['hồ'],*
湝,['giai'],*
湟,['hoàng'],*
湢,['bức'],*
湧,['dũng'],*
湱,['hoạch'],*
湲,['viên'],*
湻,['thuần'],*
溍,['tấn'],*
溏,['đường'],*
源,['nguyên'],*
溘,['khạp'],*
溛,['oa'],*
溝,['câu'],*
溟,['minh'],*
溢,['dật'],*
溧,['lật'],*
溮,['sư'],*
溯,['tố'],*
溳,['vân'],*
溵,['ân'],*
溷,['hỗn'],*
溻,['thạp'],*
溼,['thấp'],*
溽,['nhục'],*
滁,['trừ'],*
滂,['bàng'],*
滃,['ổng'],*
滄,['thương'],*
滅,['diệt'],*
滉,['hoảng'],*
滋,['tư'],*
滌,['địch'],*
滍,['trĩ'],*
滎,['huỳnh'],*
滓,['chỉ'],*
滕,['đằng'],*
滘,['khiếu'],*
滙,['hối'],*
滛,['dâm'],*
滝,['long'],*
滬,['hỗ'],*
滮,['bưu'],*
滯,['trệ'],*
滷,['lỗ'],*
滸,['hử'],*
滹,['hô'],*
滾,['cổn'],*
漁,['ngư'],*
漈,['tế'],*
漉,['lộc'],*
演,['diễn'],*
漕,['tào'],*
漘,['thần'],*
漙,['đoàn'],*
漠,['mạc'],*
漢,['hán'],*
漣,['liên'],*
漥,['oa'],*
漦,['ly'],*
漨,['bồng'],*
漩,['tuyền'],*
漪,['y'],*
漭,['mãng'],*
漲,['trướng'],*
漳,['chương'],*
漵,['tự'],*
漶,['hoán'],*
漷,['khuếch'],*
漾,['dạng'],*
漿,['tương'],*
潎,['bệ'],*
潑,['bát'],*
潔,['khiết'],*
潕,['vũ'],*
潗,['tập'],*
潛,['tiềm'],*
潝,['hấp'],*
潞,['lộ'],*
潟,['tích'],*
潤,['nhuận'],*
潯,['tầm'],*
潰,['hội'],*
潲,['sảo'],*
潷,['tiết'],*
潸,['san'],*
潺,['sàn'],*
潼,['đồng'],*
潾,['lân'],*
澀,['sáp'],*
澁,['sáp'],*
澂,['trừng'],*
澄,['trừng'],*
澈,['triệt'],*
澎,['bành'],*
澐,['vân'],*
澔,['hạo'],*
澗,['giản'],*
澟,['lẫm'],*
澦,['dự'],*
澧,['lễ'],*
澫,['vạn'],*
澮,['quái'],*
澰,['liễm'],*
澱,['điến'],*
澴,['hoàn'],*
濂,['liêm'],*
濃,['nồng'],*
濈,['trấp'],*
濋,['sở'],*
濔,['nhĩ'],*
濛,['mông'],*
濠,['hào'],*
濤,['đào'],*
濩,['hoạch'],*
濬,['tuấn'],*
濮,['bộc'],*
濰,['duy'],*
濱,['tân'],*
濲,['cốc'],*
濶,['khoát'],*
濾,['lự'],*
濿,['lệ'],*
瀌,['tiêu'],*
瀍,['triền'],*
瀚,['hãn'],*
瀛,['doanh'],*
瀝,['lịch'],*
瀞,['tịnh'],*
瀟,['tiêu'],*
瀡,['tuỷ'],*
瀱,['kế'],*
瀲,['liễm'],*
瀳,['tiến'],*
瀺,['sàm'],*
瀾,['lan'],*
灃,['phong'],*
灄,['nhiếp'],*
灈,['cù'],*
灋,['pháp'],*
灒,['tán'],*
灖,['mị'],*
灘,['than'],*
灝,['hạo'],*
灞,['bá'],*
灣,['loan'],*
灤,['loan'],*
灪,['uất'],*
火,['hoả'],*
灬,['hoả'],*
灴,['hồng'],*
灶,['táo'],*
灸,['cứu'],*
灼,['chước'],*
災,['tai'],*
炁,['khí'],*
炆,['văn'],*
炒,['sao'],*
炕,['kháng'],*
炘,['hân'],*
炫,['huyễn'],*
炬,['cự'],*
炭,['thán'],*
炰,['bào'],*
炱,['đài'],*
炷,['chú'],*
炻,['thạch'],*
烈,['liệt'],*
烊,['dương'],*
烏,['ô'],*
烕,['diệt'],*
烖,['tai'],*
烘,['hồng'],*
烙,['lạc'],*
烤,['khảo'],*
烯,['hy'],*
烶,['diễn'],*
烷,['hoàn'],*
烹,['phanh'],*
烺,['lãng'],*
烽,['phong'],*
焆,['yết'],*
焌,['tuấn'],*
焐,['ngộ'],*
焓,['hàm'],*
焙,['bồi'],*
焞,['đôn'],*
焮,['hân'],*
焰,['diễm'],*
焱,['diễm'],*
然,['nhiên'],*
煃,['khuể'],*
煅,['đoán'],*
煉,['luyện'],*
煊,['huyên'],*
煌,['hoàng'],*
煑,['chử'],*
煒,['vĩ'],*
煗,['noãn'],*
煙,['yên'],*
煚,['quýnh'],*
煜,['dục'],*
煝,['my'],*
煞,['sát'],*
煠,['sáp'],*
煢,['quỳnh'],*
煤,['môi'],*
煥,['hoán'],*
煦,['hú'],*
照,['chiếu'],*
煩,['phiền'],*
煮,['chử'],*
煳,['hồ'],*
煸,['biên'],*
煺,['thoái'],*
煻,['đường'],*
煽,['phiến'],*
熀,['hoảng'],*
熄,['tức'],*
熊,['hùng'],*
熏,['huân'],*
熒,['huỳnh'],*
熗,['sang'],*
熘,['lựu'],*
熟,['thục'],*
熤,['tập'],*
熥,['thông'],*
熬,['ngao'],*
熰,['âu'],*
熱,['nhiệt'],*
熳,['mạn'],*
熸,['tiêm'],*
熿,['hoàng'],*
燁,['diệp'],*
燂,['tầm'],*
燃,['nhiên'],*
燄,['diễm'],*
燈,['đăng'],*
燊,['sân'],*
燎,['liệu'],*
燐,['lân'],*
燖,['tầm'],*
燜,['muộn'],*
燡,['dịch'],*
燥,['táo'],*
燦,['xán'],*
燧,['toại'],*
燬,['huỷ'],*
燭,['chúc'],*
燮,['tiếp'],*
燹,['tiển'],*
燻,['huân'],*
爇,['nhiệt'],*
爌,['hoảng'],*
爍,['thước'],*
爕,['tiếp'],*
爗,['diệp'],*
爚,['dược'],*
爛,['lạn'],*
爝,['tước'],*
爟,['quán'],*
爥,['chúc'],*
爨,['thoán'],*
爪,['trảo'],*
爫,['trảo'],*
爯,['xưng'],*
爰,['viên'],*
爵,['tước'],*
爻,['hào'],*
爽,['sảng'],*
牀,['sàng'],*
牁,['ca'],*
牂,['tang'],*
牆,['tường'],*
片,['phiến'],*
版,['bản'],*
牋,['tiên'],*
牌,['bài'],*
牎,['song'],*
牏,['du'],*
牐,['sáp'],*
牒,['điệp'],*
牓,['bảng'],*
牕,['song'],*
牘,['độc'],*
牙,['nha'],*
牚,['sanh'],*
牛,['ngưu'],*
牜,['ngưu'],*
牡,['mẫu'],*
牣,['nhận'],*
牧,['mục'],*
物,['vật'],*
牮,['tiến'],*
牯,['cổ'],*
牲,['sinh'],*
牴,['để'],*
牷,['toàn'],*
牸,['tự'],*
特,['đặc'],*
牻,['mang'],*
牼,['khanh'],*
犀,['tê'],*
犁,['lê'],*
犆,['đặc'],*
犇,['bôn'],*
犋,['cụ'],*
犍,['kiền'],*
犎,['phong'],*
犒,['khao'],*
犗,['giới'],*
犠,['hy'],*
犢,['độc'],*
犩,['nguy'],*
犪,['quỳ'],*
犬,['khuyển'],*
犭,['khuyển'],*
犮,['bạt'],*
犯,['phạm'],*
犺,['kháng'],*
狀,['trạng'],*
狂,['cuồng'],*
狉,['phi'],*
狍,['bào'],*
狎,['hiệp'],*
狐,['hồ'],*
狒,['phí'],*
狓,['phi'],*
狗,['cẩu'],*
狘,['huyết'],*
狙,['thư'],*
狡,['giảo'],*
狨,['nhung'],*
狩,['thú'],*
狴,['bệ'],*
狷,['quyến'],*
狹,['hẹp'],*
狺,['ngân'],*
狻,['toan'],*
狼,['lang'],*
狽,['bái'],*
猂,['hãn'],*
猈,['bãi'],*
猊,['nghê'],*
猋,['tiêu'],*
猓,['quả'],*
猖,['xương'],*
猘,['chế'],*
猙,['tranh'],*
猛,['mãnh'],*
猝,['thốt'],*
猞,['xá'],*
猢,['hồ'],*
猣,['tông'],*
猨,['viên'],*
猩,['tinh'],*
猳,['gia'],*
猴,['hầu'],*
猷,['du'],*
猺,['dao'],*
猻,['tôn'],*
猾,['hoạt'],*
猿,['viên'],*
獀,['sưu'],*
獁,['mã'],*
獄,['ngục'],*
獅,['sư'],*
獉,['trăn'],*
獋,['hào'],*
獍,['kính'],*
獎,['thưởng'],*
獐,['chương'],*
獒,['ngao'],*
獕,['toả'],*
獚,['hoàng'],*
獞,['đồng'],*
獢,['kiêu'],*
獧,['quyến'],*
獨,['độc'],*
獪,['quái'],*
獫,['hiểm'],*
獮,['tiển'],*
獯,['huân'],*
獱,['tân'],*
獲,['hoạch'],*
獳,['nậu'],*
獴,['mông'],*
獸,['thú'],*
獺,['thát'],*
獾,['hoan'],*
玀,['la'],*
玁,['hiểm'],*
玂,['kỳ'],*
玄,['huyền'],*
玅,['diệu'],*
玆,['tư'],*
玈,['lô'],*
玊,['túc'],*
玍,['ca'],*
玎,['đinh'],*
玓,['đích'],*
玔,['xuyến'],*
玕,['can'],*
玖,['cửu'],*
玗,['vu'],*
玞,['phu'],*
玠,['giới'],*
玤,['bổng'],*
玥,['nguyệt'],*
玦,['quyết'],*
玨,['giác'],*
玩,['ngoạn'],*
玭,['biền'],*
玲,['linh'],*
玳,['đại'],*
玷,['điếm'],*
玻,['pha'],*
珀,['phách'],*
珂,['kha'],*
珃,['nhiễm'],*
珅,['thân'],*
珊,['san'],*
珌,['tất'],*
珍,['trân'],*
珎,['trân'],*
珓,['giảo'],*
珖,['quang'],*
珙,['củng'],*
珞,['lạc'],*
珠,['châu'],*
珡,['cầm'],*
珦,['hướng'],*
珩,['hành'],*
珪,['khuê'],*
班,['ban'],*
珮,['bội'],*
珷,['vũ'],*
現,['hiện'],*
琀,['hàm'],*
球,['cầu'],*
琇,['tú'],*
琉,['lưu'],*
琖,['trản'],*
琚,['cư'],*
琛,['sâm'],*
琢,['trác'],*
琤,['tranh'],*
琥,['hổ'],*
琨,['côn'],*
琫,['bổng'],*
琬,['uyển'],*
琭,['lộc'],*
琮,['tông'],*
琯,['quản'],*
琰,['diễm'],*
琱,['điêu'],*
琲,['bội'],*
琳,['lâm'],*
琴,['cầm'],*
琶,['bà'],*
琹,['cầm'],*
琺,['pháp'],*
瑀,['vũ'],*
瑄,['tuyên'],*
瑇,['đại'],*
瑉,['mân'],*
瑋,['vĩ'],*
瑑,['triện'],*
瑕,['hà'],*
瑗,['viện'],*
瑙,['não'],*
瑛,['anh'],*
瑜,['du'],*
瑞,['thuỵ'],*
瑟,['sắt'],*
瑠,['lưu'],*
瑢,['dung'],*
瑣,['toả'],*
瑤,['dao'],*
瑨,['tấn'],*
瑩,['oánh'],*
瑪,['mã'],*
瑭,['đường'],*
瑯,['lang'],*
瑲,['thương'],*
瑳,['tha'],*
瑽,['xung'],*
瑿,['ê'],*
璁,['thông'],*
璆,['cầu'],*
璇,['tuyền'],*
璈,['ngao'],*
璉,['liễn'],*
璊,['môn'],*
璋,['chương'],*
璐,['lộ'],*
璘,['lân'],*
璚,['quỳnh'],*
璜,['hoàng'],*
璞,['phác'],*
璠,['phan'],*
璡,['tấn'],*
璢,['lưu'],*
璦,['ái'],*
璧,['bích'],*
璨,['xán'],*
璪,['tảo'],*
環,['hoàn'],*
璱,['sắt'],*
璲,['toại'],*
璸,['tân'],*
璺,['vấn'],*
璿,['tuyền'],*
瓅,['lịch'],*
瓊,['quỳnh'],*
瓏,['lung'],*
瓔,['anh'],*
瓖,['tương'],*
瓘,['quán'],*
瓚,['toản'],*
瓛,['hoàn'],*
瓜,['qua'],*
瓞,['điệt'],*
瓢,['biều'],*
瓣,['biện'],*
瓤,['nhương'],*
瓩,['thiên ngoã'],*
瓬,['phưởng'],*
瓴,['linh'],*
瓶,['bình'],*
瓷,['từ'],*
甀,['truỵ'],*
甁,['bình'],*
甃,['trứu'],*
甋,['đích'],*
甍,['manh'],*
甎,['chuyên'],*
甒,['vũ'],*
甓,['bích'],*
甔,['đàm'],*
甖,['anh'],*
甗,['nghiễn'],*
甘,['cam'],*
甙,['đại'],*
甚,['thậm'],*
甜,['điềm'],*
甝,['hàm'],*
甞,['thường'],*
甡,['sân'],*
產,['sản'],*
産,['sản'],*
甦,['tô'],*
用,['dụng'],*
甫,['phủ'],*
甭,['bằng'],*
田,['điền'],*
甲,['giáp'],*
申,['thân'],*
男,['nam'],*
甹,['phinh'],*
甽,['quyến'],*
甿,['manh'],*
畆,['mẫu'],*
畊,['canh'],*
畋,['điền'],*
界,['giới'],*
畎,['quyến'],*
畏,['uý'],*
畔,['bạn'],*
留,['lưu'],*
畛,['chẩn'],*
畝,['mẫu'],*
畟,['tắc'],*
畢,['tất'],*
略,['lược'],*
畦,['huề'],*
畧,['lược'],*
畮,['mẫu'],*
畯,['tuấn'],*
畱,['lưu'],*
畵,['hoạch'],*
畷,['chuyết'],*
畹,['uyển'],*
畺,['cương'],*
疃,['thoản'],*
疆,['cương'],*
疇,['trù'],*
疉,['điệp'],*
疊,['điệp'],*
疒,['nạch'],*
疔,['đinh'],*
疕,['phỉ'],*
疙,['ngật'],*
疚,['cứu'],*
疝,['sán'],*
疢,['sấn'],*
疣,['vưu'],*
疤,['ba'],*
疥,['giới'],*
疧,['kỳ'],*
疫,['dịch'],*
疲,['bì'],*
疳,['cam'],*
疹,['chẩn'],*
疼,['đông'],*
疽,['thư'],*
疾,['tật'],*
痁,['thiêm'],*
病,['bệnh'],*
痊,['thuyên'],*
痍,['di'],*
痎,['giai'],*
痏,['vị'],*
痐,['hồi'],*
痔,['trĩ'],*
痘,['đậu'],*
痚,['hiêu'],*
痛,['thống'],*
痞,['bĩ'],*
痠,['toan'],*
痢,['lị'],*
痣,['chí'],*
痧,['sa'],*
痯,['quản'],*
痰,['đàm'],*
痲,['ma'],*
痳,['lâm'],*
痴,['si'],*
痵,['quý'],*
痻,['mân'],*
痼,['cố'],*
痿,['nuy'],*
瘀,['ứ'],*
瘁,['tuỵ'],*
瘂,['á'],*
瘉,['dũ'],*
瘊,['hầu'],*
瘋,['phong'],*
瘌,['lạt'],*
瘍,['dương'],*
瘏,['đồ'],*
瘐,['dũ'],*
瘓,['hoán'],*
瘖,['âm'],*
瘚,['quyết'],*
瘜,['tức'],*
瘝,['quan'],*
瘞,['ế'],*
瘟,['ôn'],*
瘠,['tích'],*
瘡,['sang'],*
瘦,['sấu'],*
瘧,['ngược'],*
瘨,['điên'],*
瘩,['đáp'],*
瘲,['túng'],*
瘴,['chướng'],*
瘵,['sái'],*
瘸,['qua'],*
瘺,['lũ'],*
瘼,['mạc'],*
療,['liệu'],*
癄,['tiều'],*
癆,['lao'],*
癈,['phế'],*
癍,['ban'],*
癎,['giản'],*
癐,['uy'],*
癒,['dũ'],*
癕,['ung'],*
癘,['lệ'],*
癙,['thử'],*
癜,['điến'],*
癠,['tễ'],*
癡,['si'],*
癤,['tiết'],*
癥,['trưng'],*
癧,['lịch'],*
癩,['lại'],*
癬,['tiển'],*
癭,['anh'],*
癮,['ẩn'],*
癯,['cù'],*
癰,['ung'],*
癱,['than'],*
癲,['điên'],*
癶,['bát'],*
癸,['quý'],*
発,['phát'],*
登,['đăng'],*
白,['bạch'],*
皀,['tấp'],*
皁,['tạo'],*
皂,['tạo'],*
皃,['mạo'],*
皆,['giai'],*
皇,['hoàng'],*
皈,['quy'],*
皐,['cao'],*
皕,['bức'],*
皙,['tích'],*
皚,['ngai'],*
皞,['hạo'],*
皤,['bà'],*
皦,['kiểu'],*
皪,['lịch'],*
皫,['phiếu'],*
皭,['tước'],*
皮,['bì'],*
皰,['pháo'],*
皴,['thuân'],*
皷,['cổ'],*
皸,['quân'],*
皺,['trứu'],*
盂,['vu'],*
盃,['bôi'],*
盆,['bồn'],*
盇,['hạp'],*
盈,['doanh'],*
盉,['hoà'],*
益,['ích'],*
盋,['bát'],*
盍,['hạp'],*
盎,['áng'],*
盒,['hạp'],*
盔,['khôi'],*
盜,['đạo'],*
盝,['lộc'],*
盞,['trản'],*
盟,['minh'],*
盤,['bàn'],*
盥,['quán'],*
盦,['am'],*
盪,['đãng'],*
盬,['cổ'],*
盭,['lệ'],*
目,['mục'],*
盱,['hu'],*
眄,['miện'],*
眈,['đam'],*
眊,['mạo'],*
眎,['thị'],*
眑,['yểu'],*
眕,['chẩn'],*
眚,['sảnh'],*
眛,['muội'],*
眞,['chân'],*
真,['chân'],*
眠,['miên'],*
眡,['thị'],*
眣,['điệt'],*
眩,['huyễn'],*
眳,['danh'],*
眵,['si'],*
眶,['khuông'],*
眷,['quyến'],*
眸,['mâu'],*
眹,['trẫm'],*
眽,['mạch'],*
眾,['chúng'],*
睃,['tuấn'],*
睄,['sảo'],*
睊,['quyến'],*
睏,['khốn'],*
睒,['thiểm'],*
睖,['lăng'],*
睘,['quỳnh'],*
睚,['nhai'],*
睟,['tuý'],*
睠,['quyến'],*
睡,['thuỵ'],*
督,['đốc'],*
睥,['bễ'],*
睦,['mục'],*
睨,['nghễ'],*
睫,['tiệp'],*
睬,['thải'],*
睹,['đổ'],*
睺,['hầu'],*
睾,['cao'],*
睿,['duệ'],*
瞀,['mậu'],*
瞇,['mị'],*
瞈,['ổng'],*
瞍,['tẩu'],*
瞎,['hạt'],*
瞏,['quỳnh'],*
瞖,['ế'],*
瞘,['khu'],*
瞜,['lâu'],*
瞠,['sanh'],*
瞥,['miết'],*
瞧,['tiều'],*
瞪,['trừng'],*
瞫,['thẩm'],*
瞬,['thuấn'],*
瞰,['khám'],*
瞳,['đồng'],*
瞵,['lân'],*
瞻,['chiêm'],*
瞼,['kiểm'],*
瞽,['cổ'],*
矇,['mông'],*
矉,['tần'],*
矍,['quắc'],*
矓,['lung'],*
矙,['khám'],*
矚,['chúc'],*
矛,['mâu'],*
矠,['tích'],*
矦,['hầu'],*
矧,['thẩn'],*
矩,['củ'],*
短,['đoản'],*
矯,['kiểu'],*
矰,['tăng'],*
矱,['hoạch'],*
矽,['tịch'],*
砂,['sa'],*
砃,['đan'],*
砅,['lệ'],*
砆,['phu'],*
砉,['hoạch'],*
砍,['khảm'],*
砠,['thư'],*
砣,['đà'],*
砦,['trại'],*
砧,['châm'],*
砭,['biêm'],*
砮,['nỗ'],*
砰,['phanh'],*
砲,['pháo'],*
砳,['lặc'],*
破,['phá'],*
砵,['bát'],*
砷,['thân'],*
砸,['tạp'],*
砼,['đồng'],*
硅,['khuê'],*
硎,['hình'],*
硐,['động'],*
硒,['tây'],*
硜,['khanh'],*
硝,['tiêu'],*
硨,['xa'],*
硫,['lưu'],*
硬,['ngạnh'],*
硭,['mang'],*
硯,['nghiễn'],*
硾,['truỵ'],*
碃,['thanh'],*
碉,['điêu'],*
碎,['toái'],*
碑,['bi'],*
碓,['đối'],*
碔,['vũ'],*
碘,['điển'],*
碚,['bội'],*
碞,['nham'],*
碟,['điệp'],*
碡,['độc'],*
碥,['biển'],*
碧,['bích'],*
碩,['thạc'],*
碪,['châm'],*
碯,['não'],*
碲,['đế'],*
碳,['thán'],*
碴,['tra'],*
碸,['phong'],*
確,['xác'],*
碼,['mã'],*
磁,['từ'],*
磈,['uỷ'],*
磉,['tảng'],*
磊,['lỗi'],*
磋,['tha'],*
磐,['bàn'],*
磕,['khái'],*
磙,['cổn'],*
磚,['chuyên'],*
磛,['sàm'],*
磟,['lựu'],*
磡,['khám'],*
磤,['ân'],*
磥,['lỗi'],*
磧,['thích'],*
磪,['thôi'],*
磬,['khánh'],*
磲,['cừ'],*
磴,['đặng'],*
磵,['giản'],*
磹,['điệm'],*
礄,['kiều'],*
礅,['đôn'],*
礎,['sở'],*
礓,['cương'],*
礙,['ngại'],*
礚,['khái'],*
礝,['nhuyễn'],*
礞,['mông'],*
礡,['bạc'],*
礤,['sát'],*
礪,['lệ'],*
礫,['lịch'],*
礬,['phàn'],*
礱,['lung'],*
礽,['nhưng'],*
社,['xã'],*
祀,['tự'],*
祂,['tha'],*
祅,['yêu'],*
祉,['chỉ'],*
祊,['banh'],*
祏,['thạch'],*
祓,['phất'],*
祔,['phụ'],*
祕,['bí'],*
祖,['tổ'],*
祗,['chi'],*
祘,['toán'],*
祚,['tộ'],*
祛,['khư'],*
祜,['hỗ'],*
神,['thần'],*
祠,['từ'],*
祥,['tường'],*
祲,['tẩm'],*
祻,['cố'],*
禂,['đảo'],*
禍,['hoạ'],*
禎,['trinh'],*
福,['phúc'],*
禔,['đề'],*
禕,['y'],*
禖,['môi'],*
禘,['đế'],*
禚,['chước'],*
禛,['chân'],*
禜,['vinh'],*
禩,['tự'],*
禫,['đạm'],*
禮,['lễ'],*
禱,['đảo'],*
禳,['nhương'],*
禴,['dược'],*
禹,['vũ'],*
禽,['cầm'],*
禾,['hoà'],*
秀,['tú'],*
私,['tư'],*
秈,['tiên'],*
秉,['bỉnh'],*
秊,['niên'],*
秌,['thu'],*
科,['khoa'],*
秔,['canh'],*
秘,['bí'],*
秜,['ni'],*
租,['tô'],*
秠,['phi'],*
秣,['mạt'],*
秤,['xứng'],*
秦,['tần'],*
秫,['thuật'],*
秬,['cự'],*
秷,['xứng'],*
秸,['kiết'],*
稂,['lang'],*
稆,['lữ'],*
稈,['cán'],*
稉,['canh'],*
稊,['đề'],*
程,['trình'],*
稌,['đồ'],*
稑,['lục'],*
稗,['bại'],*
稚,['trĩ'],*
稛,['khổn'],*
稨,['biển'],*
稷,['tắc'],*
稺,['trĩ'],*
稻,['đạo'],*
稼,['giá'],*
稾,['cảo'],*
稿,['cảo'],*
穀,['cốc'],*
穄,['tế'],*
穅,['khang'],*
穉,['trĩ'],*
穊,['ký'],*
穋,['lục'],*
穌,['tô'],*
穎,['dĩnh'],*
穗,['tuệ'],*
穠,['nùng'],*
穡,['sắc'],*
穢,['uế'],*
穩,['ổn'],*
穫,['hoạch'],*
穭,['lữ'],*
穮,['tiêu'],*
穴,['huyệt'],*
究,['cứu'],*
穸,['tịch'],*
穹,['khung'],*
窀,['truân'],*
窄,['trách'],*
窆,['biếm'],*
窈,['yểu'],*
窊,['oa'],*
窌,['giáo'],*
窓,['song'],*
窗,['song'],*
窘,['quẫn'],*
窟,['quật'],*
窣,['tốt'],*
窩,['oa'],*
窪,['oa'],*
窬,['du'],*
窮,['cùng'],*
窳,['dũ'],*
窴,['điền'],*
窵,['điếu'],*
窸,['tất'],*
窺,['khuy'],*
窻,['song'],*
窾,['khoản'],*
竅,['khiếu'],*
竇,['đậu'],*
竈,['táo'],*
竊,['thiết'],*
立,['lập'],*
竑,['hoành'],*
站,['trạm'],*
竚,['trữ'],*
竜,['long'],*
竝,['tịnh'],*
章,['chương'],*
竢,['sĩ'],*
童,['đồng'],*
竦,['tủng'],*
竪,['thụ'],*
竭,['kiệt'],*
端,['đoan'],*
競,['cạnh'],*
竹,['trúc'],*
竽,['vu'],*
竾,['trì'],*
笄,['kê'],*
笆,['ba'],*
笈,['cấp'],*
笏,['hốt'],*
笐,['hàng'],*
笑,['tiếu'],*
笓,['tỳ'],*
笛,['địch'],*
笞,['si'],*
笠,['lạp'],*
笤,['điều'],*
笥,['tứ'],*
笪,['đát'],*
笫,['chỉ'],*
第,['đệ'],*
笭,['linh'],*
笯,['nô'],*
笰,['phất'],*
笲,['phiền'],*
笵,['phạm'],*
笸,['phả'],*
笻,['cung'],*
筅,['tiển'],*
筆,['bút'],*
筇,['cung'],*
筈,['quát'],*
等,['đẳng'],*
筋,['cân'],*
筌,['thuyên'],*
筐,['khuông'],*
筑,['trúc'],*
答,['đáp'],*
策,['sách'],*
筘,['khấu'],*
筞,['sách'],*
筠,['quân'],*
筢,['ba'],*
筤,['lang'],*
筥,['cử'],*
筦,['quản'],*
筧,['kiển'],*
筩,['đồng'],*
筭,['toán'],*
筰,['tạc'],*
筱,['tiểu'],*
筲,['sao'],*
筳,['đình'],*
筵,['diên'],*
筷,['khoái'],*
箇,['cá'],*
箊,['ư'],*
箋,['tiên'],*
箍,['cô'],*
箎,['trì'],*
箏,['tranh'],*
箑,['tiệp'],*
箔,['bạc'],*
算,['toán'],*
箙,['phục'],*
箜,['không'],*
箝,['kiềm'],*
箠,['chuỷ'],*
管,['quản'],*
箬,['nhược'],*
箯,['tiên'],*
箴,['châm'],*
篁,['hoàng'],*
範,['phạm'],*
篆,['triện'],*
篇,['thiên'],*
築,['trúc'],*
篋,['khiếp'],*
篌,['hầu'],*
篔,['vân'],*
篘,['trừu'],*
篙,['cao'],*
篚,['phỉ'],*
篛,['nhược'],*
篝,['câu'],*
篠,['tiểu'],*
篤,['đốc'],*
篥,['lật'],*
篧,['trạc'],*
篨,['trừ'],*
篪,['trì'],*
篲,['tuệ'],*
篳,['tất'],*
篴,['địch'],*
篷,['bồng'],*
篼,['đâu'],*
簀,['trách'],*
簁,['si'],*
簆,['khấu'],*
簋,['quỹ'],*
簏,['lộc'],*
簜,['đãng'],*
簝,['liêu'],*
簞,['đan'],*
簟,['điệm'],*
簠,['phủ'],*
簡,['giản'],*
簣,['quỹ'],*
簥,['kiểu'],*
簦,['đăng'],*
簧,['hoàng'],*
簪,['trâm'],*
簬,['lộ'],*
簮,['trâm'],*
簰,['bài'],*
簸,['bá'],*
簹,['đương'],*
簻,['qua'],*
簽,['thiêm'],*
簾,['liêm'],*
籀,['trứu'],*
籃,['lam'],*
籅,['dư'],*
籌,['trù'],*
籐,['đằng'],*
籑,['soạn'],*
籒,['trứu'],*
籖,['thiêm'],*
籙,['lục'],*
籚,['lư'],*
籛,['tiên'],*
籜,['thác'],*
籝,['doanh'],*
籢,['liêm'],*
籣,['lan'],*
籩,['biên'],*
籪,['đoán'],*
籭,['si'],*
籮,['la'],*
籯,['doanh'],*
籲,['dụ'],*
米,['mễ'],*
籸,['sân'],*
籹,['nhữ'],*
籼,['tiên'],*
籽,['tử'],*
粇,['canh'],*
粉,['phấn'],*
粋,['tuý'],*
粑,['ba'],*
粒,['lạp'],*
粔,['cự'],*
粕,['phách'],*
粘,['niêm'],*
粛,['túc'],*
粞,['tê'],*
粟,['túc'],*
粦,['lân'],*
粧,['trang'],*
粱,['lương'],*
粵,['việt'],*
粻,['trương'],*
粼,['lân'],*
精,['tinh'],*
粿,['quả'],*
糅,['nhữu'],*
糉,['tống'],*
糊,['hồ'],*
糌,['ta'],*
糍,['từ'],*
糔,['tưu'],*
糕,['cao'],*
糖,['đường'],*
糗,['khứu'],*
糙,['tháo'],*
糝,['tảm'],*
糟,['tao'],*
糠,['khang'],*
糢,['mô'],*
糧,['lương'],*
糨,['cưỡng'],*
糰,['đoàn'],*
糱,['nghiệt'],*
糲,['lệ'],*
糴,['địch'],*
糶,['thiếu'],*
糸,['mịch'],*
糹,['mịch'],*
糺,['củ'],*
系,['hệ'],*
紂,['trụ'],*
紇,['hột'],*
紈,['hoàn'],*
納,['nạp'],*
紓,['thư'],*
紗,['sa'],*
紘,['hoành'],*
紙,['chỉ'],*
級,['cấp'],*
紛,['phân'],*
紜,['vân'],*
紝,['nhâm'],*
素,['tố'],*
紡,['phưởng'],*
紥,['trát'],*
紩,['trật'],*
紫,['tử'],*
紬,['trừu'],*
紮,['trát'],*
細,['tế'],*
紱,['phất'],*
紳,['thân'],*
紵,['trữ'],*
紹,['thiệu'],*
紺,['cám'],*
紼,['phất'],*
紽,['đà'],*
紿,['đãi'],*
絁,['thi'],*
終,['chung'],*
絃,['huyền'],*
組,['tổ'],*
経,['kinh'],*
絍,['nhâm'],*
絏,['tiết'],*
絕,['tuyệt'],*
絖,['khoáng'],*
絚,['căng'],*
絛,['thao'],*
絝,['khố'],*
